conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,sentiment_label
1836914859029541064,Thu Sep 19 23:46:45 +0000 2024,2,As climate change intensifies the #KigaliAmendment is stepping up! This extension of the #MontrealProtocol aims to phase out harmful HFCs reducing global warming. It's not just a policy; it s a global commitment to a sustainable future. #ClimateAction #cube4stem https://t.co/wYbQ5gciHy,1836914859029541064,https://pbs.twimg.com/media/GX4IUcaaYAAr5hV.jpg,,en,"Brussel, België",0,0,0,https://x.com/cube4stem/status/1836914859029541064,1163438685074989056,cube4stem,positive
1836902568091603312,Thu Sep 19 23:46:10 +0000 2024,0,@Isuckatbeingag1 About 70-80% of Californians support policies aimed at combating climate change like reducing greenhouse gas emissions. This strong consensus means they could significantly influence national policies challenging the economies of states that rely heavily on fracking / drilling,1836914712157520310,,Isuckatbeingag1,en,,0,0,0,https://x.com/Bootz_Gaming/status/1836914712157520310,2448288632,Bootz_Gaming,positive
1836914582104727590,Thu Sep 19 23:45:39 +0000 2024,0,John Kerry Calls for Relaxed Trade Rules with Communist China to Fight 'Climate Change' https://t.co/E0f08QqPA6,1836914582104727590,,,en,,0,0,0,https://x.com/cherylscher1/status/1836914582104727590,813425192,cherylscher1,positive
1836911713649586398,Thu Sep 19 23:45:31 +0000 2024,0,@elonmusk so are you committed to changing the CULT Leaders mind on climate change?,1836914550291189804,,elonmusk,en,Living on Gumbainggir country,0,0,0,https://x.com/WillThisDo42/status/1836914550291189804,2834876432,WillThisDo42,positive
1836914487690985817,Thu Sep 19 23:45:16 +0000 2024,3,Holcim's $30 billion New York spinoff of its North American business has come under fire from an environmental group that said the major cement maker was doing too little to tackle climate change. https://t.co/wDUqgTrD6Q https://t.co/wDUqgTrD6Q,1836914487690985817,,,en,,0,0,2,https://x.com/ReutersScience/status/1836914487690985817,15110431,ReutersScience,negative
1836914470506942975,Thu Sep 19 23:45:12 +0000 2024,2,Get ready! Issue 29 of Alta drops next week. Over a year in the making this issue dives into the pandemic s effects social unrest climate change historical reevaluations and more. Don t miss out preorder today! https://t.co/VcrLWS6Ib4 https://t.co/ANUzR4mjaH,1836914470506942975,https://pbs.twimg.com/media/GX4H-gbWMAAYJRh.jpg,,en,,0,0,1,https://x.com/AltaJournal/status/1836914470506942975,863059323018035200,AltaJournal,positive
1836627978542797253,Thu Sep 19 23:45:04 +0000 2024,0,@MarioNawfal @BrightInsight6 agrees Natural Climate Change is real. Because it is. Man Made Climate Change through forceful manipulation isn't. That includes Chemtrails and HAARP.,1836914435199287703,,MarioNawfal,en,,0,0,0,https://x.com/MaestazIII/status/1836914435199287703,2230948093,MaestazIII,positive
1836914411342082264,Thu Sep 19 23:44:58 +0000 2024,1,Unfriendly reminder: Global Warming was debunked and Climate Change is just Global Warming renamed. If you believe in Climate Change; https://t.co/JLEE9b6L8D,1836914411342082264,https://pbs.twimg.com/tweet_video_thumb/GX4H611WEAAkZ6R.jpg,,en,"TexLa Border, Cajunville",0,0,0,https://x.com/TheKrossSays/status/1836914411342082264,76984587,TheKrossSays,negative
1836804229224092005,Thu Sep 19 23:44:57 +0000 2024,0,@Ikennect The number one issue for me is close that f****** border and get all the illegals out of here. climate change is bunch of crap( | ),1836914405058949441,,Ikennect,en,Plaquemine Louisiana 70764,0,0,0,https://x.com/holdonloosely21/status/1836914405058949441,1555277449411403776,holdonloosely21,positive
1836404608488333666,Thu Sep 19 23:44:51 +0000 2024,1,@Divine_Nubari That small team in Spain got hammered by Monaco?... I blame climate change,1836914382497841660,,_davie049,en,,0,1,0,https://x.com/_davie049/status/1836914382497841660,1614507395081801728,_davie049,negative
1836575947081797882,Thu Sep 19 23:44:50 +0000 2024,0,@RepKatiePorter @NRDems And then Biden / Harris open up drilling on public lands in 9 states and pristine Alaska. They clearly don t believe in climate change.,1836914379373101103,,RepKatiePorter,en,"Los Angeles, CA",0,0,0,https://x.com/InfiniteKB_Com/status/1836914379373101103,1590162549525422080,InfiniteKB_Com,positive
1836185721012654443,Thu Sep 19 23:44:20 +0000 2024,0,@the_salty_one_ With the greens it's the constant bloody climate change crap that this ilk has banging on about for 50 yrs..and what have they achieved..zero!! you can't change the weather you dumb c**ts and Maori it's all about the free ride entitled fuckin grifters..tmp most racist c**ts ever,1836914253602730134,,the_salty_one_,en,,0,0,0,https://x.com/jim217749/status/1836914253602730134,1701472193807630336,jim217749,negative
1836807319591714954,Thu Sep 19 23:39:16 +0000 2024,0,@EngelForArizona Engel opposes copper projects and nuclear power. How dare she pretend to care about climate change?,1836912974633816548,,EngelForArizona,en,,0,0,0,https://x.com/TCAZ1776/status/1836912974633816548,1638603255327633408,TCAZ1776,positive
1836912913723928740,Thu Sep 19 23:39:01 +0000 2024,1,breaking news urgent now and beyond future! save our education action now - save our loving Planet save our loving animal climate change impact action now! save our supreme court blue wave Party! @ Cease fire @ immigration act - healthcare aid now https://t.co/6gvlgYPpJM,1836912913723928740,,,en,,0,0,1,https://x.com/LoanNgu02041197/status/1836912913723928740,1421597985046032386,LoanNgu02041197,positive
1836820046963712179,Thu Sep 19 23:38:40 +0000 2024,0,@DrDigiPol #Kamala47 for democracy voting rights abortion rights LGBTQ rights gun control climate change economy among other reasons.,1836912825656103239,,DrDigiPol,en,,0,0,0,https://x.com/MelissaRabb1/status/1836912825656103239,595642137,MelissaRabb1,negative
1836861577909109179,Thu Sep 19 23:38:23 +0000 2024,0,@CarbonBrief @orladwyer_ Climate change is already affecting our plates - and our wallets. It's time to take a closer look at the true cost of inaction on food prices and global food security.,1836912755992879114,,CarbonBrief,en,Mainz,0,0,0,https://x.com/worldlensadi/status/1836912755992879114,1749849305144258560,worldlensadi,positive
1836777090777063788,Thu Sep 19 23:37:45 +0000 2024,0,@YahooEnt And just like all the other rich people she will tell you to vote for Harris and ignore the last 4 years. The last 4 years that didn t impact them and actually enriched them. They will also cry about climate change all while having a HUGE carbon footprint. #Scamala,1836912594646405627,,YahooEnt,en,,0,0,0,https://x.com/realfakeoutrage/status/1836912594646405627,1814078123304263680,realfakeoutrage,positive
1836911713649586398,Thu Sep 19 23:37:41 +0000 2024,2,@elonmusk Shanghai and Myanmar under typhoons; Czechia and Poland and Italy under water; Greece and Portugal and California under wild fires the Amazonas and Zimbabwe under drought... Are you still denying Climate Change?,1836912576220774435,,elonmusk,en,Scandinavia,0,3,1,https://x.com/alex_solveig/status/1836912576220774435,1797026873970425856,alex_solveig,negative
1836752457633841571,Thu Sep 19 23:37:37 +0000 2024,0,@marcdez55 And you see this as a problem? Climate change is here. We need to act and the rebate is hindering the change.,1836912562530865205,,marcdez55,en,Canada,0,0,0,https://x.com/objectivereject/status/1836912562530865205,1711263674592362496,objectivereject,negative
1836912459581440286,Thu Sep 19 23:37:13 +0000 2024,0,Be careful of climate change because it will.,1836912459581440286,,,en,Under the radar,0,0,0,https://x.com/PatriotCause1/status/1836912459581440286,882495356868493312,PatriotCause1,positive
1836688026292138216,Thu Sep 19 23:37:10 +0000 2024,0,@michaelJwyllie I agree. So much for the Greens wanting action on climate change/renewables/no fossil fuels etc. with LNP in power it will be full steam ahead with mining without conditions or paying any tax. They are not thinking.,1836912447497859464,,michaelJwyllie,en,Fremantle Live on Whadjuk land,0,0,0,https://x.com/freomumsy/status/1836912447497859464,2910092876,freomumsy,positive
1836912433929277949,Thu Sep 19 23:37:07 +0000 2024,0,Not either or. AEMO the Market Operator didn't provide Bowen s Climate Change Dept any info about how they calculated the transition cost. So while he s gallivanting around opening all sorts of solar/wind farms claiming they're cheaper he's got no idea what the bill will be. https://t.co/A2sIrKJxdD,1836912433929277949,https://pbs.twimg.com/media/GX4GHe9aUAMYq0N.jpg,,en,"Melbourne, Victoria",0,0,0,https://x.com/1126muzak/status/1836912433929277949,3269569609,1126muzak,negative
1836912422340186261,Thu Sep 19 23:37:04 +0000 2024,91,It s a nice surprise to see so many of my bills on this list! I ll never stop fighting for a more livable and sustainable future. The threats from climate change and biodiversity loss are high but we can still stop disaster if we act now. https://t.co/I77LSy6srT,1836912422340186261,,,en,"Glendale, CA",3,19,7,https://x.com/LauraFriedmanCA/status/1836912422340186261,3761644334,LauraFriedmanCA,negative
1836900158375702773,Thu Sep 19 23:36:58 +0000 2024,2,@gtconway3d Cruz is weird.,1836912396058906781,,gtconway3d,en,,0,0,0,https://x.com/Salekonefereni1/status/1836912396058906781,950666416281198592,Salekonefereni1,negative
1836912374005027082,Thu Sep 19 23:36:52 +0000 2024,0,2 /2 #ClimateChange #ClimateCrisis hits Amazon River / Brazil https://t.co/WKqQzJ95Gb,1836912374005027082,,,en,Midwest USA,0,0,0,https://x.com/AngieForward/status/1836912374005027082,2567872988,AngieForward,positive
1836195093826478389,Thu Sep 19 23:36:52 +0000 2024,0,@PatGleason10 @RonFilipkowski Maybe. These are people that believe climate change is fake and professional wrestling is real.,1836912371123568779,,PatGleason10,en,"Cape Town, South Africa",0,0,0,https://x.com/jason_skunza/status/1836912371123568779,1482817572999503877,jason_skunza,negative
1836911713649586398,Thu Sep 19 23:36:44 +0000 2024,0,@elonmusk Yes def vote for a party that doesn t believe in climate change! Best wishes,1836912340047888484,,elonmusk,en,"Manhattan, NY",0,0,0,https://x.com/chrishenrichs/status/1836912340047888484,35459997,chrishenrichs,positive
1836911713649586398,Thu Sep 19 23:36:41 +0000 2024,2,@elonmusk Wait a minute 75 years ago they had a worse typhoon? But climate change didn t start until a decade or so after Al Gore! Sorry did not mean to be insensitive just pointing out the Climate Change had nothing to do with this before some democrat claims that it did!,1836912325611155948,,elonmusk,en,,0,0,0,https://x.com/jasonis4freedom/status/1836912325611155948,1588617492125175815,jasonis4freedom,negative
1836912319168692696,Thu Sep 19 23:36:39 +0000 2024,2,This week s edition of @MUoutlook takes a look at the work mission and future plans of the Monmouth University Climate Change Learning Collaborative https://t.co/rpJdwnbNtJ,1836912319168692696,,,en,"West Long Branch, NJ",0,0,1,https://x.com/MUUrbanCoast/status/1836912319168692696,2178621224,MUUrbanCoast,neutral
1836740873398182186,Thu Sep 19 23:36:27 +0000 2024,0,@tizzywoman @KamalaHarris U mean the goddess of the big government church? Climate change bible Harris?,1836912266475696456,,tizzywoman,en,"Miami, FL",0,0,0,https://x.com/Riccardodanger1/status/1836912266475696456,1742689041718362112,Riccardodanger1,neutral
1836912106391617658,Thu Sep 19 23:35:48 +0000 2024,0,The Dodgers claim to understand the need to act on climate change but align w/ Big Oil giant Phillips 66 owner of the 76 gas station brand whose logo &amp; ads are emblazoned throughout Dodger Stadium. Sign to demand the Dodgers end the sponsorship NOW ⬇️ https://t.co/3zhA8c8Cy0,1836912106391617658,,,en,"Lima, OH",0,0,0,https://x.com/michaelspaffor4/status/1836912106391617658,3067227553,michaelspaffor4,negative
1836751718404567512,Thu Sep 19 23:35:47 +0000 2024,1,@TulsiGabbardrep when those who want to impose all their restrictions over climate change volunteer to be the first to do so...with their own money...I'll consider it. So let Kerry give up everything in his life that requires fossils fuels to use make or obtain.,1836912101656588421,,TulsiGabbardrep,en,,0,0,0,https://x.com/JohnMic30430167/status/1836912101656588421,2227912398,JohnMic30430167,negative
1836767547598787029,Thu Sep 19 23:35:37 +0000 2024,0,@liberal_party Are you fighting climate change? So ridiculous! https://t.co/Gusp8RnSgR,1836912058635297255,https://pbs.twimg.com/media/GX4FfpiWgAEWyOO.jpg,liberal_party,en,Canada NS,0,0,0,https://x.com/AgentSubmarine/status/1836912058635297255,851719743878856704,AgentSubmarine,negative
